id,age,agerange,highest_education,work_occupation,gender,hhincome,hourswork,livewithpartner,race,marital_status,hispaniclatino,hispaniclatino_group,workfullpart,statereside,laborstatus,start_date,end_date,pa003,pa031,pa035,pa026_a,csh_stored,pa020,pa055_b1,pa055_b2,pa055_b3,pa055_b4,pa055_b5,mobile_adopt,mobile_inperson_adopt,mobile_p2p_adopt,computer_adopt,pa044_d,pa013,pa198_b,fees_paid_atm,fees_paid_overdraft,fees_paid_bounced,fees_paid_lowbal,fees_paid_excesstran,fees_paid_teller,fees_paid_none,pa092,chk_acnt_num,sav_acnt_num,pa053,cc_rewards,ccfee_csh,ccfee_late,ccfee_baltran,ccfee_annual,ccfee_overlimit,ccfee_foreign,ccfee_none,pa056,pa198_a,pa198_c,pa198_f,pa198_g,pa198_i,pa198_k,heard_crypto,crypto_value,pa133_a,pa133_b,pa133_c,which_crypto_bitcoin,which_crypto_eth,which_crypto_doge,which_crypto_lite,which_crypto_other,pa119,pa131_a,pa050_csh,pa050_chk,pa050_mon,pa050_dc,pa050_cc,pa050_svc,pa050_banp,pa050_obbp,pa050_crypto,pa024,pa044_a,pa044_b,pa044_c,pa044_g,pa044_h,pa044_i,pa044_e,pa040_e,pa042_a,pa042_e,used_chkcashing,underbanked_monord,underbanked_remittance,pa055_a2_followup,pu010,pu009,pu011,ph006,ph004,ph025,ph025_b,ph025_c,ph025_d,income_hh,homeowner,de012,paypref_b1,paypref_web,q115_c_filter,paypref_inperson,bnpl001,bnpl002,bnpl003,bnpl004,bnpl006,have_cash_end,race_white,race_black,race_asian,as003_a4,as003_b4,as003_h4,as003_c4,as003_d4,as003_e4,as003_f4,as003_g4,as003_g1,as003_h1,as003_a1,as003_b1,as003_c1,as003_d1,as003_e1,as003_f1,as003_h2,as003_g2,as003_f2,as003_e2,as003_d2,as003_c2,as003_b2,as003_a2,as003_a3,as003_b3,as003_c3,as003_d3,as003_e3,as003_f3,as003_g3,as003_h3,as003_h5,as003_a5,as003_b5,as003_c5,as003_d5,as003_e5,as003_f5,as003_g5,as003_h6,as003_a6,as003_b6,as003_c6,as003_d6,as003_e6,as003_f6,as003_g6,as003_i4,as003_i1,as003_i2,as003_i3,as003_i5,as003_i6,as003_a7,as003_b7,as003_c7,as003_d7,as003_e7,as003_f7,as003_g7,as003_h7,as003_i7,citizen,hh_size,shops_online,cashless01,cashless02s1,cashless02s2,cashless02s3,cashless02s4,cashless02s5,cashless03s1,cashless03s2,cashless03s3,cashless03s4,cashless03s5,cashless04,cashless06,cashless07s1,cashless07s2,cashless07s3,cashless07s4,cashless07s5,cashless07s6,cashless08s1,cashless08s2,cashless08s3,cashless08s4,cashless08s5,cashless08s6,fr001_a,fr001_b,fr001_d,fr001_e,prev_income_receipt,inc_doyouget_employment,inc_doyouget_empretire,inc_doyouget_selfemployment,inc_doyouget_socsec,inc_doyouget_interest,inc_doyouget_rental,inc_doyouget_govtasst,inc_doyouget_alimony,inc_doyouget_childsupport,inc_doyouget_otherretire,inc_howoften_employment,inc_howoften_empretire,inc_howoften_selfemployment,inc_howoften_socsec,inc_howoften_interest,inc_howoften_rental,inc_howoften_govtasst,inc_howoften_alimony,inc_howoften_childsupport,inc_howoften_otherretire,e_exp_prepaid_saved,e_exp_cover,e_exp_csh,e_exp_chk,e_exp_prepaid,e_exp_od,e_exp_cc,e_exp_sav,e_exp_heloc,e_exp_pawn,e_exp_payday,e_exp_csh_saved,e_exp_tot_saved,e_exp_sav_saved,e_exp_chk_saved,e_exp_fam,chk_acnt_adopt,sav_acnt_adopt,bnk_acnt_adopt,paypal_adopt,zelle_adopt,venmo_adopt,cashapp_adopt,other_nbops_adopt,nbop_acnt_adopt,ob_adopt,mb_adopt,chk_adopt,mon_adopt,csh_adopt,paper_adopt,dc_adopt,cc_adopt,svc_adopt,card_adopt,banp_adopt,obbp_adopt,elect_adopt,crypto_adopt,crypto_used,cc_num,dc_num,pa126_a,pa002,ph009_a,ph009_b,ph009_c,ph009_d,race_other,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_self,census_division,next_income_receipt,memory_receipts,memory_finrec,memory_memory,memory_oth,memory_none,interest_level,watch_video,video_helpful,urban_cat,urbanicity,ind_weight,ind_weight_all
103147,70,NA,11,NA,0,14,NA,NA,1,1,0,NA,NA,14,5,2023-10-27,2023-10-27,NA,1,1,1,0,NA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,NA,1,0,0,1,NA,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,2,0,NA,0,84000,1,NA,7,10,1,3,1,1,2,NA,NA,1,1,0,0,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,2,3,3,3,3,3,4,5,3,3,3,5,5,3,4,3,3,4,4,4,4,3,4,4,3,2,4,4,4,2,4,4,3,3,3,5,4,4,3,2,3,5,4,3,4,3,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,5,5,5,5,2023-10-02,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,0,2000,0,0,0,0,0,2000,0,0,0,0,5000,5000,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,2023-11-01,1,0,0,0,0,2,0,NA,1,3,0.4426056444644928,0.3771664500236511
104620,52,NA,13,NA,0,13,NA,NA,1,1,0,NA,NA,14,7,2023-10-25,2023-10-25,NA,1,1,1,0,NA,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1-2,1,1,1,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,1,1,NA,0,1,NA,1,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,9000,1,4,2,1,2,0,1,0,72000,1,NA,6,4,1,4,1,1,2,NA,NA,1,1,0,0,3,4,3,2,2,3,4,4,3,3,4,4,4,4,3,3,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,2,2,5,5,5,5,3,5,3,3,2,4,4,4,2,4,4,2,2,3,3,3,3,5,2,4,4,4,2,5,2,4,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,3,2023-10-18,0,0,1,1,0,0,0,0,0,0,NA,NA,4,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,32,0,NA,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,2023-11-01,1,1,1,0,0,1,0,NA,1,1,0.40571239590644836,0.3391726613044739
103826,75,NA,10,2,0,6,32,0,1,4,0,NA,0,14,5,2023-10-24,2023-10-25,NA,1,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,0,0,1,1,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,350,1,6,3,0,2,0,0,0,18000,0,NA,4,NA,0,1,1,2,NA,NA,NA,1,1,0,0,3,4,3,4,4,4,4,2,2,3,5,4,5,5,5,5,3,3,5,5,5,5,4,4,5,4,5,5,5,5,3,3,3,5,5,5,5,5,5,3,3,3,4,4,4,4,4,3,2,2,3,3,3,3,4,4,4,4,4,4,3,3,3,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,5,2023-09-29,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,200,NA,100,NA,100,NA,NA,NA,NA,NA,38,153,15,100,NA,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,5,2,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,2023-10-31,1,0,1,0,0,2,1,1,1,3,0.34906110167503357,0.2989847660064697
105391,60,NA,10,4,0,6,20,0,1,5,0,NA,1,14,6,2023-10-16,2023-10-16,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,1,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,1,NA,5,0,2,0,0,0,NA,1,NA,4,4,1,4,2,2,NA,NA,NA,0,1,0,0,5,3,3,5,5,3,3,2,5,2,5,4,5,5,5,5,2,2,4,2,2,2,5,5,5,4,5,5,4,2,3,4,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,2,1,4,3,4,5,5,1,5,5,5,1,2,1,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,5,5,5,5,2023-10-11,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,2023-11-03,1,0,0,0,0,1,0,NA,1,1,0.2731214463710785,0.2350708544254303
102109,40,NA,13,2,0,15,40,NA,1,1,0,NA,1,14,1,2023-10-02,2023-10-02,NA,1,1,1,0,NA,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,1,0,1,1,NA,1,1,0,1,1,0,0,0,0,0,NA,0,NA,NA,NA,3500,1,3,6,0,2,0,0,0,140000,1,NA,6,3,1,4,1,1,2,NA,NA,0,1,0,0,1,4,2,4,5,2,3,4,3,5,5,5,4,4,4,2,2,5,5,4,5,5,5,5,5,5,5,5,5,2,4,2,3,5,5,4,4,4,4,3,2,1,5,5,5,2,5,5,4,3,5,5,4,5,5,5,5,5,5,3,3,3,5,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,4,3,3,2023-09-22,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,0,2000,0,0,0,0,0,0,0,0,3200,200,3000,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2023-10-06,0,1,1,0,0,1,0,NA,1,1,0.656324565410614,0.5286576151847839
101695,65,NA,13,4,1,4,12,0,1,6,0,NA,0,14,5,2023-10-26,2023-10-26,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,2,1,1,0,1,1,NA,1,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,2,0,0,0,12500,1,NA,7,7,1,4,1,1,2,NA,NA,1,1,0,0,3,4,4,4,4,4,5,5,4,5,5,2,5,5,5,2,2,5,5,4,2,5,4,5,2,1,5,3,3,2,5,1,2,3,2,4,4,3,3,4,4,1,5,5,5,3,5,5,4,4,5,4,4,5,3,1,4,4,4,2,4,2,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,5,5,5,5,2023-10-03,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,0,2000,0,2000,0,0,0,0,0,0,0,38,10038,5000,5000,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,3,1,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,2023-11-03,1,1,1,0,0,2,0,NA,1,NA,0.24048660695552826,0.22216545045375824
102844,62,NA,13,4,0,13,32,0,1,4,0,NA,0,14,1,2023-10-09,2023-10-09,NA,1,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,0,1,1,1,0,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,2,0,1,0,80000,1,NA,3,3,1,3,1,1,2,NA,NA,1,1,0,0,2,4,2,4,4,2,4,4,5,3,4,4,5,5,5,3,4,5,5,5,5,5,4,5,3,4,4,5,2,4,4,1,3,5,4,4,5,4,4,5,4,2,4,5,5,5,4,5,3,3,4,3,3,3,4,2,5,5,5,4,4,2,3,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,5,5,5,5,2023-09-27,0,0,1,0,1,1,0,0,1,0,NA,NA,4,NA,9,4,NA,NA,2,NA,0,2000,0,0,0,2000,0,0,0,0,0,0,4000,4000,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,3,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,2023-10-11,1,1,0,0,0,1,0,NA,2,3,0.31702691316604614,0.2729277014732361
105102,41,NA,12,1,1,14,40,1,1,1,0,NA,1,22,1,2023-10-26,2023-10-26,NA,1,1,1,0,NA,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,7,2,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1300,0,0,0,1,1,0,0,0,1-2,4,0,1,0,1,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,5254,1,2,5,0,2,0,0,0,98000,1,NA,4,3,1,3,1,2,NA,NA,NA,0,1,0,0,3,3,4,3,4,1,1,2,1,5,3,4,5,4,4,1,4,5,5,4,3,5,4,5,3,2,5,5,3,1,3,1,2,5,2,4,2,3,2,2,4,1,2,4,5,1,4,4,3,1,4,2,3,3,3,2,5,5,3,2,3,1,4,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,5,3,3,4,2023-10-12,1,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,0,0,0,0,0,2000,0,0,0,0,3500,2000,1500,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,2,1,6,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2023-11-13,0,1,0,0,0,2,1,1,2,1,0.6618117690086365,0.5731291174888611
105383,37,NA,13,1,1,15,40,0,1,6,0,NA,1,22,1,2023-09-30,2023-09-30,NA,1,1,1,0,NA,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,7,2,3,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,2,0,0,0,150000,1,NA,3,3,1,3,1,1,2,NA,NA,1,1,0,0,3,5,5,5,5,1,5,5,2,3,5,3,5,5,5,3,2,5,5,5,2,4,4,5,5,3,4,5,3,2,2,1,1,5,2,4,5,1,3,3,5,3,5,5,5,3,5,5,1,4,4,4,3,5,5,4,5,5,3,4,3,1,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,3,3,3,3,2023-09-29,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,0,2000,0,0,0,0,0,0,0,100,15100,5000,10000,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,4,2,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2023-10-13,1,1,1,1,0,1,0,NA,2,1,0.38798072934150696,0.3500029146671295
101877,43,NA,10,2,0,15,60,1,1,1,0,NA,1,22,1,2023-10-26,2023-10-26,NA,1,1,1,0,NA,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,2-1,1,3,1,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,1,0,0,0,NA,1,1,0,1,0,1,0,0,0,0,NA,0,NA,NA,NA,150,1,4,4,0,2,0,0,0,100000,1,NA,1,10,1,1,1,1,2,NA,NA,1,1,0,0,5,1,5,2,1,3,1,3,3,2,5,2,5,5,4,3,1,5,5,4,2,5,2,5,5,2,5,5,4,2,4,2,5,5,3,5,4,2,4,5,1,1,3,2,2,2,4,4,1,4,5,5,5,5,5,1,3,4,2,2,4,4,4,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,5,2023-10-21,1,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,4,NA,NA,NA,NA,NA,0,2000,0,2000,0,0,0,0,0,0,0,0,3000,0,3000,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,4,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2023-11-03,1,1,0,0,0,1,0,NA,2,1,0.7173904776573181,0.5675883293151855
106264,39,NA,13,2,0,3,4,0,1,6,0,NA,0,22,6,2023-10-21,2023-10-21,NA,1,1,0,1,NA,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,7,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,0,0,1,1,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1000,1,2,4,0,2,0,0,0,400,1,NA,4,4,1,1,3,2,NA,NA,NA,0,1,0,0,3,3,3,3,3,3,3,3,4,4,5,4,5,5,4,1,3,3,3,3,4,3,3,3,4,4,5,5,4,3,3,3,3,3,5,4,4,3,5,3,3,5,5,3,3,3,5,5,3,2,3,4,3,3,5,3,3,3,3,4,3,3,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,5,5,5,5,2023-10-01,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,100,1000,249,0,2000,0,105,0,200,0,1000,1349,149,200,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0.24072116613388062,0.21210096776485443
101828,60,NA,12,NA,0,11,NA,1,1,4,0,NA,NA,22,7,2023-10-14,2023-10-14,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,1,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,4,1,2,NA,1,0,43000,1,NA,2,NA,0,4,1,1,2,NA,NA,1,1,0,0,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,2,4,3,4,2,4,2,4,4,4,4,4,4,2,4,2,2,4,3,4,4,4,4,4,2,1,4,4,4,4,3,4,3,3,3,3,3,3,4,3,4,4,4,2,4,2,3,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,3,3,3,3,2023-10-03,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,NA,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,7,2023-11-03,1,1,1,0,0,2,1,1,1,2,0.2905086576938629,0.24438625574111938
100544,58,NA,9,NA,0,1,NA,0,1,4,0,NA,NA,22,6,2023-10-08,2023-10-08,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,7,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,NA,0,NA,NA,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,5,0,2,NA,NA,NA,20880,1,NA,11,6,1,1,1,1,2,NA,NA,1,1,0,0,5,3,3,5,2,3,4,1,2,3,5,1,4,1,1,4,5,5,5,2,2,3,5,3,4,3,4,3,3,5,3,4,3,5,3,4,1,1,5,2,3,5,3,4,3,3,4,3,3,1,5,3,1,3,4,1,3,1,1,5,3,3,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,4,4,3,2,2023-10-07,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,NA,NA,0,0,1,1,1,0,1,1,1,0,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,7,2023-11-01,1,0,0,0,0,1,1,1,1,3,0.33872270584106445,0.27152910828590393
103576,37,NA,12,4,1,15,70,NA,1,1,0,NA,1,15,1,2023-10-21,2023-10-23,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,7,1,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,NA,1,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,1,2,1,NA,0,75000,1,NA,2,3,1,2,2,2,NA,NA,NA,1,1,0,0,5,4,4,3,3,3,4,4,2,1,5,3,4,4,3,2,4,5,5,5,5,5,4,5,5,4,4,4,4,4,4,2,1,5,3,4,4,4,3,3,4,1,4,4,4,2,4,4,2,2,3,1,1,1,5,2,4,4,4,4,4,2,4,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,5,1,5,4,2023-10-20,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,50,2000,0,2000,0,0,0,0,0,0,0,36,9732,0,9646,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,9,2023-10-27,1,1,1,0,0,2,0,NA,1,3,1.5906487703323364,1.2667834758758545
104019,42,NA,14,1,0,14,40,NA,1,1,0,NA,1,15,1,2023-10-28,2023-10-28,NA,1,1,1,1,NA,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,1,0,1,1,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,2,0,0,0,78000,1,NA,3,3,1,3,2,1,1,6,1,1,1,0,0,2,4,3,4,5,4,4,4,3,3,5,3,3,3,3,3,3,5,5,5,5,5,4,3,2,4,5,5,5,4,5,1,2,5,5,5,5,5,5,4,2,1,4,5,5,3,3,5,4,4,5,5,4,4,4,3,5,5,5,5,5,1,5,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,5,5,4,4,2023-10-18,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,0,0,0,0,0,2000,0,0,0,1000,8000,5000,2000,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2023-11-20,1,1,0,0,0,2,1,0,1,3,0.3970191180706024,0.337838351726532
101640,41,NA,9,2,0,11,40,1,1,6,0,NA,1,24,1,2023-10-30,2023-10-30,NA,1,0,1,0,NA,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,1,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA,NA,17000,1,3,4,0,2,0,0,0,0,1,NA,4,4,1,1,1,1,2,NA,NA,0,1,0,0,2,2,3,4,4,4,2,2,3,2,1,3,5,5,5,3,5,5,5,5,5,5,5,5,2,2,5,5,5,2,2,2,3,3,3,5,5,5,3,3,1,1,3,5,5,5,4,3,1,1,5,2,3,1,3,1,5,5,5,1,1,2,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,5,5,5,5,2023-10-27,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,187,5,182,NA,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,3,2,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,5,2023-11-10,0,1,0,0,0,1,0,NA,2,2,1.4961042404174805,1.8889005184173584
