id,age,agerange,highest_education,work_occupation,gender,hhincome,hourswork,livewithpartner,race,marital_status,hispaniclatino,hispaniclatino_group,workfullpart,statereside,laborstatus,start_date,end_date,pa031,pa035,pa005,pa026_a,csh_stored,pa055_b1,pa055_b2,pa055_b3,pa055_b4,pa055_b5,mobile_adopt,mobile_inperson_adopt,mobile_p2p_adopt,computer_adopt,pa044_d,pa013,pa198_b,fees_paid_atm,fees_paid_overdraft,fees_paid_bounced,fees_paid_lowbal,fees_paid_excesstran,fees_paid_teller,fees_paid_none,chk_acnt_num,sav_acnt_num,pa002,pa053,cc_rewards,ccfee_csh,ccfee_late,ccfee_baltran,ccfee_annual,ccfee_overlimit,ccfee_foreign,ccfee_none,pa052,pa056,pa198_a,pa198_c,pa198_f,pa198_g,pa198_i,pa198_k,heard_crypto,crypto_value,pa133_a,pa133_b,pa133_c,which_crypto_bitcoin,which_crypto_eth,which_crypto_doge,which_crypto_lite,which_crypto_other,which_crypto,pa050_csh,pa050_chk,pa050_mon,pa050_dc,pa050_cc,pa050_svc,pa050_banp,pa050_obbp,pa050_crypto,pa024,pa044_a,pa044_b,pa044_c,pa044_g,pa044_h,pa044_i,pa044_e,pa040_e,pa042_a,pa042_e,used_chkcashing,underbanked_monord,underbanked_remittance,pa055_a2_followup,pu010,pu009,pu011,ph006,ph004,ph009_a,ph009_b,ph009_c,ph009_d,ph025_b,ph025_c,ph025_d,income_hh,homeowner,de012,paypref_b1,paypref_web,q115_c_filter,paypref_inperson,bnpl001,bnpl002,bnpl003,bnpl004,bnpl006,have_cash_end,race_white,race_black,race_asian,as003_i4,as003_i1,as003_i2,as003_i3,as003_i5,as003_i6,as003_a7,as003_b7,as003_c7,as003_d7,as003_e7,as003_f7,as003_g7,as003_h7,as003_i7,hh_size,shops_online,cashless01,cashless02s1,cashless02s2,cashless02s3,cashless02s4,cashless02s5,cashless02,cashless03s1,cashless03s2,cashless03s3,cashless03s4,cashless03s5,cashless03,cashless04,cashless06,cashless07s1,cashless07s2,cashless07s3,cashless07s4,cashless07s5,cashless07s6,cashless07,cashless08s1,cashless08s2,cashless08s3,cashless08s4,cashless08s5,cashless08s6,cashless08,fr001_a,fr001_b,fr001_d,fr001_e,chk_acnt_adopt,sav_acnt_adopt,bnk_acnt_adopt,paypal_adopt,zelle_adopt,venmo_adopt,other_nbops_adopt,nbop_acnt_adopt,ob_adopt,mb_adopt,chk_adopt,mon_adopt,csh_adopt,paper_adopt,dc_adopt,cc_adopt,svc_adopt,card_adopt,banp_adopt,obbp_adopt,elect_adopt,crypto_adopt,crypto_used,cc_num,dc_num,pa126_a,race_other,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_self,census_division,e_exp_cover,e_exp_csh,e_exp_chk,e_exp_prepaid,e_exp_od,e_exp_cc,e_exp_sav,e_exp_heloc,e_exp_pawn,e_exp_payday,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_fam,memory_receipts,memory_finrec,memory_memory,memory_oth,memory_none,interest_level,watch_video,video_helpful,urban_cat,ind_weight,ind_weight_all,as003_a4,as003_b4,as003_h4,as003_c4,as003_d4,as003_e4,as003_f4,as003_g4,as003_g1,as003_h1,as003_a1,as003_b1,as003_c1,as003_d1,as003_e1,as003_f1,as003_h2,as003_g2,as003_f2,as003_e2,as003_d2,as003_c2,as003_b2,as003_a2,as003_a3,as003_b3,as003_c3,as003_d3,as003_e3,as003_f3,as003_g3,as003_h3,as003_h5,as003_a5,as003_b5,as003_c5,as003_d5,as003_e5,as003_f5,as003_g5,as003_h6,as003_a6,as003_b6,as003_c6,as003_d6,as003_e6,as003_f6,as003_g6
104526,56,NA,10,2,1,15,45,NA,1,1,0,NA,1,38,1,2022-10-02,2022-10-02,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,NA,1,1,0,0,0,1,0,0,0,4,5,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,1,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,1,NA,6,0,0,0,0,0,1,0,0,130000,1,NA,7,3,1,1,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,1,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,.,3,3,3,3,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,5,1,NA,0,1,0,0,0,0,0,0,0,4,2000,0,2000,0,0,0,0,0,0,0,0,30825,116000,0,146825,0,1,0,1,0,0,2,1,0,2,1.2465804815292358,2.2081618309020996,5,5,5,2,2,3,1,1,4,3,5,4,3,5,4,4,3,3,3,3,2,3,3,3,4,4,4,4,4,2,4,2,2,5,5,5,5,5,5,5,2,2,4,4,4,3,4,4
101652,77,NA,9,NA,0,7,NA,0,6,5,0,NA,NA,38,7,2022-10-26,2022-10-26,1,1,NA,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,NA,NA,1,1,0,0,0,0,0,0,1,7,4,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,1,0,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,2148,1,1,6,0,0,0,0,0,0,0,0,0,0,NA,2,NA,0,1,1,1,1,2,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,2,NA,NA,NA,NA,NA,NA,NA,.,0,1,1,0,1,0,5-3-2,5,5,5,5,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,4,2,NA,0,0,0,0,0,0,0,1,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,0,0,0,0,2,1,1,2,2.2284107208251953,2.4188742637634277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104385,67,NA,7,2,0,13,15,0,1,4,0,NA,0,38,5,2022-10-11,2022-10-11,NA,NA,NA,NA,1,0,0,1,0,0,1,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,NA,0,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,79000,1,NA,4,NA,0,10,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,3,NA,NA,NA,NA,NA,NA,NA,.,0,1,1,1,0,0,3-2-4,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,0,80,NA,0,0,1,0,0,1,1,1,2,2.126171827316284,2.2944495677948,4,2,4,2,1,2,2,2,2,3,5,3,5,4,3,3,4,3,4,3,2,3,3,4,4,3,5,3,5,4,4,4,5,5,3,5,3,5,5,4,5,3,4,5,3,3,4,4
102862,50,NA,12,NA,0,1,NA,0,1,4,0,NA,NA,38,6,2022-10-09,2022-10-09,1,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,1,0,0,1,0,1,1,0,0,2-4-5,6,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,500,1,5,1,0,0,0,0,0,0,0,0,1600,0,NA,7,4,1,4,1,1,2,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,1,1,0,1-4-3-2,NA,NA,NA,NA,NA,.,2,NA,NA,NA,NA,NA,NA,NA,.,1,0,1,1,1,0,3-4-1-5,3,3,3,3,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,6,1,NA,0,0,0,0,0,0,1,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,0,1,1,1,2,0.20131491124629974,0.20902805030345917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102467,43,NA,14,2,0,14,40,0,1,6,0,NA,1,38,4,2022-10-29,2022-10-29,1,1,NA,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,0,NA,1,1,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,1,0,0,0,0,1,0,150000,1,NA,4,4,1,4,1,1,2,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,3,NA,NA,NA,NA,NA,NA,NA,.,1,1,1,1,0,0,2-3-4-1,1,5,3,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,NA,0,0,0,0,1,0,0,0,0,4,2000,0,0,0,0,0,0,0,2000,0,0,791,15800,0,16591,0,0,0,1,0,0,3,0,NA,2,0.6448506116867065,1.0144659280776978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100646,39,NA,13,3,0,14,33,NA,1,1,0,NA,1,38,1,2022-10-18,2022-10-18,1,1,NA,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,NA,1,1,0,0,0,0,0,0,1,7,4,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,0,0,1,NA,1,0,0,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,1,0,0,0,0,1,0,0,65000,1,NA,3,3,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,3,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,.,5,5,5,5,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,4,1,NA,0,1,0,0,0,0,0,0,0,4,1000,0,1000,0,0,0,0,0,0,0,100,2000,3000,200,5300,0,0,0,0,0,1,1,1,1,2,0.34971076250076294,0.4387401342391968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102582,56,NA,14,2,1,16,50,NA,1,1,0,NA,1,38,1,2022-10-28,2022-10-28,1,1,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,NA,1,1,0,0,0,1,0,0,0,4,3,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,0,1,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,0,0,245000,1,1,7,3,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,2,NA,NA,NA,NA,NA,NA,NA,.,0,1,1,0,0,0,3-2,4,4,3,4,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,3,2,NA,0,1,0,0,0,0,0,0,0,4,2000,0,0,0,2000,0,0,0,0,0,151,0,10000,0,10151,0,1,1,0,0,0,3,1,1,3,0.5190866589546204,0.8145526051521301,2,2,3,2,4,3,3,3,3,2,3,2,4,5,4,3,2,5,5,4,5,5,4,5,4,2,4,4,3,4,4,2,2,3,2,5,5,3,3,4,3,2,5,5,5,2,5,5
100240,67,NA,13,2,1,16,20,NA,1,1,0,NA,0,38,1,2022-10-17,2022-10-17,1,1,NA,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,3,NA,1,1,0,0,0,0,0,0,1,7,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,1,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,0,0,0,225000,1,1,7,3,1,3,1,1,2,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,4,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,.,5,2,5,5,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,NA,0,1,0,0,0,0,0,0,0,4,2000,0,500,0,0,0,1500,0,0,0,20,933,2125,55,3133,0,0,0,0,1,0,2,0,NA,3,0.5701813101768494,1.014228343963623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104125,67,NA,13,NA,1,3,NA,0,1,4,0,NA,NA,38,4,2022-10-31,2022-10-31,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,NA,1,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,1,NA,7,0,0,0,0,0,0,NA,0,NA,1,NA,7,3,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,.,5,5,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,2,NA,NA,0,0,0,0,1,0,0,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,1,1,0,0,2,0,NA,3,0.27055609226226807,0.3492264747619629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103449,67,NA,9,2,1,6,22,0,2,6,0,NA,0,38,7,2022-10-05,2022-10-05,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,2,NA,1,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,1,1,1,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,1600,1,6,3,0,0,0,0,0,0,0,0,18000,0,NA,4,4,1,4,1,1,2,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,2,1,0,0,1,0,0,4-1,NA,NA,NA,NA,NA,NA,.,5,5,5,5,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,6,5,NA,0,0,0,0,0,0,0,1,0,4,2000,500,0,NA,1500,0,0,0,0,0,500,0,0,0,500,0,1,1,1,0,0,1,1,1,3,2.5502026081085205,2.7578797340393066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103860,31,NA,10,2,1,16,40,1,6,6,0,NA,1,30,7,2022-10-07,2022-10-07,0,0,NA,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,2,1,NA,1,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,1,NA,1,1,NA,1,0,1,0,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,4,0,0,0,0,0,0,0,0,150000,0,NA,3,3,1,3,1,1,2,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,2,NA,NA,NA,NA,NA,NA,NA,.,1,1,1,1,1,0,3-5-1-4-2,5,5,5,5,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,2,NA,0,0,0,0,0,0,0,1,0,8,2000,0,0,0,2000,0,0,0,0,0,0,200,10000,0,10200,0,0,1,1,0,0,1,0,NA,3,3.6948864459991455,3.5069243907928467,4,4,5,2,3,4,2,3,3,3,3,3,5,5,4,2,4,5,5,4,3,5,4,5,2,1,5,4,2,2,4,1,3,3,2,3,4,3,3,3,1,2,3,5,5,3,5,5
101814,54,NA,10,NA,0,3,NA,0,2,4,0,NA,NA,38,6,2022-10-14,2022-10-14,1,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,0,NA,0,NA,7,1,0,0,0,0,0,NA,0,100,0,NA,8,3,1,3,1,1,1,5,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,3,NA,NA,NA,NA,NA,NA,NA,.,0,0,1,1,0,1,4-3-6,5,5,4,5,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,1,0,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,0,0,0,0,3,0,NA,3,0.5056443810462952,0.6972218751907349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102968,74,NA,14,NA,1,15,NA,0,1,4,0,NA,NA,38,5,2022-10-08,2022-10-08,1,1,NA,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,0,1,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,0,0,100000,1,NA,7,3,1,3,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,2,NA,NA,NA,NA,NA,NA,NA,.,1,1,1,0,0,0,1-2-3,5,5,5,5,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,NA,0,0,0,0,0,1,0,0,NA,4,2000,0,2000,0,0,0,0,0,0,0,0,10000,20000,0,30000,0,1,0,0,0,0,3,0,NA,3,0.4996967017650604,0.6883325576782227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104384,74,NA,10,2,0,9,40,0,1,4,0,NA,1,8,5,2022-10-16,2022-10-16,1,1,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,NA,1,1,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,NA,1,NA,1,1,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,NA,0,35000,1,NA,3,10,1,3,1,3,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,3,NA,NA,NA,NA,NA,NA,NA,.,1,0,1,1,1,0,1-3-5-4,5,5,5,5,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,8,2000,0,2000,0,0,0,0,0,0,0,0,20000,0,0,20000,0,1,1,1,0,0,3,0,NA,2,1.073663592338562,1.3350188732147217,1,2,1,2,4,1,2,2,3,2,3,3,4,5,3,2,5,3,3,5,5,4,5,3,3,2,3,5,4,3,3,1,2,4,3,3,4,4,3,3,3,1,4,3,5,3,4,4
103113,46,NA,12,2,1,15,40,0,1,6,0,NA,1,8,1,2022-10-07,2022-10-07,1,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,1,NA,0,1,NA,1,1,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,300,1,3,6,0,0,0,0,0,0,0,0,120000,1,NA,4,3,1,4,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,3,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,.,3,2,4,3,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,2,1,NA,0,1,0,0,0,0,0,0,0,8,2000,0,2000,0,0,0,0,0,0,0,43,2088,32763,0,34894,0,1,1,1,0,0,2,0,NA,2,1.457155704498291,2.1416847705841064,5,3,4,4,4,4,3,3,3,2,5,3,5,5,4,1,4,5,5,5,4,5,5,5,3,3,5,5,4,5,5,2,2,4,4,5,5,2,4,4,1,1,3,5,5,3,5,5
102715,62,NA,9,4,0,7,30,NA,1,1,0,NA,0,8,1,2022-10-08,2022-10-08,1,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,NA,0,0,1,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,NA,0,0,25000,1,NA,7,4,1,1,1,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,2,0,1,0,1,1,0,2-4-5,NA,NA,NA,NA,NA,NA,.,5,5,5,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,NA,2,NA,0,1,0,0,0,0,0,0,1,8,2000,500,300,0,0,0,450,0,750,0,500,346,450,0,1296,0,1,1,0,0,0,1,0,NA,2,0.3779582977294922,0.408084511756897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101397,60,NA,13,NA,0,12,NA,NA,1,1,0,NA,NA,43,7,2022-10-30,2022-10-30,1,1,NA,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,NA,1,1,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,1,0,0,1,NA,0,1,NA,0,1,1,0,0,0,0,0,1,0,1,0,NA,2,NA,500,1,2,5,0,0,0,0,0,0,0,0,70000,1,NA,3,3,1,3,1,1,2,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,.,1,3,1,1,0,1,0,0,2-1-4,NA,NA,NA,NA,NA,NA,.,4,5,4,3,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,3,1,NA,0,0,0,0,0,0,0,1,NA,NA,2000,0,2000,0,0,0,0,0,0,0,0,4113,240000,0,244113,0,1,1,1,1,0,1,1,1,2,0.28965091705322266,0.319322794675827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
