id,age,agerange,highest_education,work_occupation,gender,hhincome,hourswork,livewithpartner,race,marital_status,hispaniclatino,hispaniclatino_group,workfullpart,laborstatus,start_date,end_date,pa031,pa035,pa005,pa026_a,csh_stored,pa055_b1,pa055_b2,pa055_b3,pa055_b4,pa055_b5,mobille_adopt,mobile_inperson_adopt,mobile_p2p_adopt,computer_adopt,pa044_d,pa013,pa198_b,fees_paid_atm,fees_paid_overdraft,fees_paid_bounced,fees_paid_lowbal,fees_paid_excesstran,fees_paid_teller,fees_paid_none,chk_acnt_num,sav_acnt_num,pa002,pa053,cc_rewards,ccfee_csh,ccfee_late,ccfee_baltran,ccfee_annual,ccfee_overlimit,ccfee_foreign,ccfee_none,pa052,pa056,pa198_a,pa198_c,pa198_f,pa198_g,pa198_i,pa198_k,heard_crypto,crypto_value,pa133_a,pa133_b,pa133_c,which_crypto_bitcoin,which_crypto_eth,which_crypto_doge,which_crypto_lite,which_crypto_other,which_crypto,pa050_csh,pa050_chk,pa050_mon,pa050_dc,pa050_cc,pa050_svc,pa050_banp,pa050_obbp,pa050_crypto,pa024,pa044_a,pa044_b,pa044_c,pa044_g,pa044_h,pa044_i,pa044_e,pa040_e,pa042_a,pa042_e,used_chkcashing,underbanked_monord,underbanked_remittance,pa055_a2_followup,pu010,pu009,pu011,ph006,ph004,ph009_a,ph009_b,ph009_c,ph009_d,ph025_b,ph025_c,ph025_d,income_hh,homeowner,de012,paypref_b1,paypref_web,q115_c_filter,paypref_inperson,bnpl001,bnpl002,bnpl003,bnpl004,bnpl006,have_cash_end,race_white,race_black,race_asian,as003_i4,as003_i1,as003_i2,as003_i3,as003_i5,as003_i6,as003_a7,as003_b7,as003_c7,as003_d7,as003_e7,as003_f7,as003_g7,as003_h7,as003_i7,hh_size,shops_online,chk_acnt_adopt,sav_acnt_adopt,bnk_acnt_adopt,paypal_adopt,zelle_adopt,venmo_adopt,other_nbops_adopt,nbop_acnt_adopt,ob_adopt,mb_adopt,chk_adopt,mon_adopt,csh_adopt,dc_adopt,cc_adopt,svc_adopt,banp_adopt,obbp_adopt,crypto_adopt,crypto_used,cc_num,dc_num,pa126_a,race_other,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_self,census_division,e_exp_cover,e_exp_csh,e_exp_chk,e_exp_prepaid,e_exp_od,e_exp_cc,e_exp_sav,e_exp_heloc,e_exp_pawn,e_exp_payday,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_fam,memory_receipts,memory_finrec,memory_memory,memory_oth,memory_none,interest_level,watch_video,video_helpful,urban_cat,ind_weight,ind_weight_all,as003_a4,as003_b4,as003_h4,as003_c4,as003_d4,as003_e4,as003_f4,as003_g4,as003_g1,as003_h1,as003_a1,as003_b1,as003_c1,as003_d1,as003_e1,as003_f1,as003_h2,as003_g2,as003_f2,as003_e2,as003_d2,as003_c2,as003_b2,as003_a2,as003_a3,as003_b3,as003_c3,as003_d3,as003_e3,as003_f3,as003_g3,as003_h3,as003_h5,as003_a5,as003_b5,as003_c5,as003_d5,as003_e5,as003_f5,as003_g5,as003_h6,as003_a6,as003_b6,as003_c6,as003_d6,as003_e6,as003_f6,as003_g6
100389,60,NA,13,NA,0,13,NA,NA,1,1,0,NA,NA,7,2021-10-31,2021-10-31,1,1,NA,1,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,0,1,1,NA,NA,1,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,1,0,0,1,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,0,0,0,70000,1,NA,3,3,1,3,2,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,2,2,4,4,3,5,5,2,3,2,1,1,0,1,0,0,0,NA,NA,1,1,1,0,0,1,1,0,0,0,0,0,2,1,NA,0,0,0,0,0,0,0,1,NA,2,2000,NA,NA,NA,2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,0,0,0,0,3,0,NA,3,0.3049776256084442,0.330994576215744,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5,3,2,4,4,2,4,4,3,4,2,2,4,4,2,4,4,2,3,3,3,4,4,1,4,4,3,2,3,3,3,3,3,3
104923,32,NA,4,4,1,1,45,0,1,1,1,5,0,7,2021-10-06,2021-10-06,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,NA,NA,NA,0,0,NA,13,NA,0,8,2,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,500,1,2,8,9,8,6,9,7,8,50,10,10,5,75,9,0,0,0,0,1,1,0,NA,3,3.857725143432617,3.8247108459472656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105534,80,NA,10,NA,0,12,NA,0,1,5,0,NA,NA,5,2021-10-02,2021-10-02,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,0,NA,NA,0,0,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,0,0,4000,0,NA,4,NA,0,4,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,2,2,3,2,0,1,1,1,NA,0,0,0,NA,1,1,0,0,1,1,0,0,0,0,0,0,NA,1,NA,0,0,0,0,0,1,0,0,NA,1,50,50,0,0,0,0,0,0,0,0,130,0,25,0,155,0,1,1,0,0,0,1,0,NA,2,0.4120537042617798,0.4885830581188202,2,4,4,4,4,3,4,5,4,5,5,4,5,5,2,4,2,5,5,4,2,5,3,3,4,4,1,4,4,4,4,4,5,5,4,5,2,3,4,4,5,5,5,5,4,3,4,4
104025,58,NA,9,4,1,2,50,NA,4,1,0,NA,1,7,2021-10-31,2021-10-31,1,1,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,NA,1,0,1,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0,NA,0,0,24000,0,NA,4,4,1,4,1,2,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4,4,4,4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,NA,1,NA,0,0,0,0,0,0,0,1,1,NA,2000,0,1000,0,0,0,1000,0,0,0,100,1500,2500,0,4100,0,1,1,1,0,0,2,1,1,3,2.271345615386963,2.3373262882232666,1,1,1,4,4,1,1,4,5,3,5,5,5,5,5,1,5,4,4,1,5,5,5,5,4,4,4,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
105174,70,NA,13,3,0,13,2,NA,1,1,0,NA,0,5,2021-10-25,2021-10-25,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,5,NA,1,1,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,NA,1,NA,1,1,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,NA,0,110000,1,NA,2,3,1,3,2,1,2,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,2,3,7,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,NA,2000,0,2000,0,0,0,0,0,0,0,0,8000,4000,0,12000,0,1,0,1,0,0,2,0,NA,1,0.5173340439796448,0.6415753364562988,5,3,5,2,2,5,2,2,3,4,4,5,5,4,5,3,2,3,3,3,2,4,3,3,4,4,5,5,3,3,3,2,4,3,4,4,3,3,4,4,4,3,5,3,5,3,4,4
100835,56,NA,10,NA,0,6,NA,1,2,6,0,NA,NA,6,2021-10-30,2021-10-30,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,1,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,30,1,2,2,0,0,0,0,0,0,0,0,0,0,NA,1,NA,0,1,1,1,2,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,4,4,4,4,1,4,2,4,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,NA,0,0,0,0,0,0,1,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,0,NA,25,NA,1,1,0,0,0,2,1,1,2,0.3740684390068054,0.3642144799232483,2,2,4,5,4,4,5,2,1,2,3,2,3,3,4,4,1,5,1,5,3,4,2,3,4,4,2,5,1,4,2,3,4,3,4,3,4,5,4,1,4,4,5,3,5,2,4,5
103427,47,NA,14,1,1,15,40,NA,4,1,0,NA,1,1,2021-10-02,2021-10-02,1,1,NA,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,4,NA,1,1,0,0,0,0,0,0,1,7,2,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,0,0,0,1,1,0,1,NA,1,1,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,0,0,0,120000,1,NA,3,3,1,3,1,2,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,2,1,4,5,5,2,2,1,5,5,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,2,2,NA,0,1,0,0,0,0,0,0,0,7,500,100,400,0,0,0,0,0,0,0,100,5000,10000,0,15100,0,0,0,1,0,0,2,0,NA,2,2.1123170852661133,1.346906065940857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100090,50,NA,14,4,1,7,35,0,1,4,0,NA,0,1,2021-10-10,2021-10-10,1,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,0,0,0,0,0,0,0,1,7,1,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,1,0,0,1,NA,1,1,1,0,0,0,0,0,0,0,NA,0,NA,NA,NA,54,1,1,7,0,0,0,0,1,0,0,0,28000,0,NA,4,4,1,5,1,3,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,3,3,4,4,4,2,3,3,4,2,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,NA,0,1,0,0,0,0,0,0,1,6,2000,0,1500,0,500,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,NA,2,0.25931987166404724,0.36781007051467896,1,2,1,4,4,1,2,4,3,5,5,3,5,5,5,3,4,5,5,4,2,5,5,5,5,2,5,5,5,2,4,1,4,4,4,4,4,4,4,4,2,2,5,5,5,3,5,5
104984,43,NA,14,2,1,16,40,1,1,6,0,NA,1,1,2021-10-18,2021-10-18,1,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,NA,1,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,1,0,0,1,NA,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,125,1,3,4,0,0,0,0,0,0,0,0,160000,1,NA,7,3,1,4,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,2,1,4,4,4,2,4,2,4,2,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,NA,0,1,0,0,0,0,0,0,0,NA,2000,0,2000,0,0,0,0,0,0,0,0,2000,4500,590,7090,0,1,1,1,0,0,3,0,NA,2,0.4717300832271576,0.6192206740379333,2,2,3,4,5,2,1,2,4,3,5,2,5,5,4,4,3,3,3,3,2,3,3,3,4,1,5,5,1,3,3,1,2,4,2,4,4,2,4,4,2,2,3,4,4,1,4,4
102475,47,NA,10,4,0,10,40,NA,2,1,0,NA,1,1,2021-10-21,2021-10-21,0,0,NA,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,0,0,40000,0,NA,4,NA,0,4,1,1,2,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,5,2,5,5,4,3,5,2,4,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,NA,1,NA,0,1,0,0,0,0,0,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,58,0,0,138,NA,0,0,1,0,0,1,0,NA,1,1.1831004619598389,1.3960130214691162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101512,56,NA,11,2,1,6,32,NA,6,1,1,1,1,1,2021-10-26,2021-10-26,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,NA,0,0,50000,0,NA,1,NA,0,1,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,2,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,NA,1,NA,0,1,0,0,0,0,0,0,0,7,500,0,0,0,0,0,0,0,500,0,20,170,200,0,390,0,0,0,1,0,0,1,0,NA,3,0.5729494094848633,0.12332528829574585,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,3,3,5,5,5,4,5,5,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,3,3,3,5,5,3,3,3
100375,47,NA,9,2,1,12,60,1,2,1,0,NA,1,1,2021-10-18,2021-10-18,1,0,NA,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,1,NA,1,1,0,0,0,0,0,0,1,7,5,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,1,1,1,0,1,0,NA,1,1,1,0,0,1,0,0,1,1,1,0,1,1,NA,NA,0,NA,4,0,0,0,0,0,0,0,0,70000,0,NA,4,3,1,4,1,1,2,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,5,2,5,5,5,2,4,2,5,7,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,4,NA,0,1,0,0,0,0,0,0,0,NA,2000,2000,0,0,0,0,0,0,0,0,0,2000,7500,0,9500,0,1,0,1,0,0,2,1,1,2,2.5992846488952637,2.61098051071167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100662,77,NA,9,NA,0,3,NA,0,2,5,0,NA,NA,6,2021-10-03,2021-10-03,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,0,0,0,0,0,1,7,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,0,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,4,0,0,0,0,0,0,NA,NA,0,1,NA,4,NA,0,4,2,2,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,NA,NA,0,0,1,NA,NA,0,0,0,0,0,0,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,1,1,1,1,3,2.131618022918701,2.149937868118286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102087,40,NA,12,2,1,14,40,NA,1,1,0,NA,1,1,2021-10-13,2021-10-13,1,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,1,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,1,1,NA,0,1,NA,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,5,0,0,0,0,0,0,0,0,NA,1,NA,2,4,1,4,1,1,2,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,5,2,2,2,4,3,3,4,3,4,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,NA,0,1,0,0,0,0,0,0,0,1,2000,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,3,1,0,2,0.5172351002693176,0.7045218348503113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103609,38,NA,10,NA,1,4,NA,0,2,6,0,NA,NA,6,2021-10-20,2021-10-20,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,NA,0,0,0,NA,1,1,1,0,0,0,0,0,0,1,NA,0,1,NA,NA,NA,NA,NA,7,0,0,0,0,0,NA,0,0,794,0,NA,8,4,1,1,3,3,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,NA,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,NA,1,NA,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,300,0,0,400,NA,1,1,1,0,0,1,1,1,2,1.4222111701965332,0.9296034574508667,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
103155,39,NA,10,NA,1,6,NA,0,2,6,0,NA,NA,4,2021-10-04,2021-10-04,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,NA,NA,NA,15000,0,NA,1,NA,0,1,1,2,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,4,3,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,NA,5,500,40,0,0,0,0,0,0,460,0,40,0,0,0,40,0,1,0,1,0,0,2,1,1,3,0.6234150528907776,0.38970234990119934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102716,44,NA,9,NA,0,12,NA,NA,1,1,1,1,NA,4,2021-10-08,2021-10-08,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,NA,NA,NA,45000,0,NA,1,NA,0,1,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,5,2,4,4,4,2,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,1,0,0,2,1,1,3,2.2448511123657227,2.3164076805114746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105184,30,NA,7,1,0,1,38,NA,1,1,0,NA,1,1,2021-10-05,2021-10-05,0,0,NA,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,0,0,1,NA,0,0,0,NA,1,0,0,0,0,1,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,0,0,NA,0,NA,4,4,1,1,3,2,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,4,3,5,4,3,1,2,3,3,5,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,NA,1,NA,0,1,0,0,0,0,0,0,0,1,100,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,0,NA,1,1.0075737237930298,1.3134907484054565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101287,74,NA,9,NA,0,8,NA,NA,1,1,0,NA,NA,5,2021-09-29,2021-09-29,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,1,0,0,0,0,1,0,0,5,4,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,0,1,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,20000,1,4,4,1,0,0,0,0,0,1,0,25000,1,NA,2,3,1,1,3,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,1,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,4,1,NA,0,0,0,0,0,1,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,1,0,2,1,1,2,0.7519574761390686,0.8321371078491211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103400,63,NA,13,NA,0,16,NA,NA,1,1,0,NA,NA,7,2021-10-17,2021-10-17,1,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,NA,1,1,0,0,0,0,0,0,1,7,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,1,1,0,NA,1,1,0,1,NA,1,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,6,0,0,0,0,0,0,NA,0,150000,1,NA,7,3,1,3,2,2,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,4,2,4,4,4,2,4,1,4,5,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,3,NA,NA,0,0,0,0,0,0,0,1,NA,1,2000,0,2000,0,0,0,0,0,0,0,200,104311,44498,6,149015,0,0,1,0,0,0,2,0,NA,2,0.5143367648124695,0.569034218788147,4,4,4,2,4,4,4,5,5,2,3,3,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,5,5,2,5,2,2,4,4,4,4,4,2,4,3,2,5,1,5,5,5,5
