NCESSCH,NAME,LAT,LON,grade,Has_Calc,Num_Calc_Classes,Has_CS,Num_CS_Classes,Has_Physics,Num_Physics_Classes
040630000531,Silvestre S Herrera School,33.4348,-112.05939999999998,D,No,0,No,0,No,0
040630002129,Augustus H. Shaw Montessori,33.44903999999998,-112.05350799999998,D,No,0,No,0,No,0
040630003174,ACE Day & Night School  - Closed,33.454094,-112.06396399999998,C,No,0,No,0,No,0
040630003554,Faith North Early Childhood Learning Center,33.449032,-112.061574,D,No,0,No,0,No,0
040630003754,Phoenix #1 iAcademy,33.468819999999994,-112.06466299999998,B,No,0,No,0,No,0
040633001244,North High School,33.47849999999998,-112.05799999999999,B,Yes,3,No,0,Yes,1
040633002670,Phoenix Union Bioscience High School,33.456285,-112.066839,C,Yes,8,No,0,Yes,1
040633002859,Franklin Police and Fire High School,33.46544,-112.09501599999999,B,Yes,2,No,0,No,0
050040801579,PREMIER HIGH SCHOOL OF LITTLE ROCK,34.734999,-92.289956,D,No,0,No,0,No,0
050040805146,PREMIER HIGH SCHOOL ONLINE,34.734999,-92.289956,D,No,0,No,0,No,0
050042101656,IVY HILL PREPARATORY ACADEMY,34.726001000000004,-92.29479999999998,A,No,0,No,0,No,0
050042101669,NICHOLS INTERMEDIATE ACADEMY,34.726001000000004,-92.29479999999998,A,No,0,No,0,No,0
050042101712,PRODIGY PREPARATORY ACADEMY OF SERVICE,34.726001000000004,-92.29479999999998,A,No,0,No,0,No,0
050900000607,CENTRAL HIGH SCHOOL,34.73682699999999,-92.298954,B,Yes,6,Yes,5,No,0
050900000609,FAIR PARK EARLY CHILDHOOD CTR,34.757091,-92.332751,A,No,0,No,0,No,0
050900001689,ROCKEFELLER EARLY CHILDHOOD CENTER,34.732178,-92.265342,D,No,0,No,0,No,0
051068001566,NORTH LITTLE ROCK HIGH SCHOOL,34.776340000000005,-92.26812099999998,D,Yes,6,Yes,19,Yes,3
051068001641,NORTH LITTLE ROCK CENTER OF EXCELLENCE,34.776340000000005,-92.26812099999998,D,Yes,2,Yes,6,No,0
060010910922,Los Angeles Unified School District ROCP,34.05616899999998,-118.257348,C,No,0,No,0,No,0
060011310926,Compton Unified ROP,33.90078299999999,-118.20630400000002,C,No,0,No,0,No,0
060013911410,San Francisco County ROP,37.77562799999999,-122.48384100000001,B,No,0,No,0,No,0
060015310928,Century High,34.09066099999999,-118.141227,C,No,0,No,0,No,0
060015310929,Alhambra High,34.09289999999999,-118.1288,C,Yes,4,Yes,2,Yes,14
060015310932,Independence High (Alternative),34.09066099999999,-118.141227,C,No,0,No,0,No,0
060133204148,Smythe Academy of Arts and Sciences,38.615271,-121.476073,C,No,0,No,0,No,0
060144014016,CA Advancing Pathways for Students in Los Angeles Co,33.882541,-118.13433999999997,C,No,0,No,0,No,0
060146512041,Oakland Charter High,37.78591,-122.21963499999997,C,Yes,2,Yes,4,Yes,4
060146814198,America's Finest Charter,32.712839,-117.09804700000001,D,No,0,No,0,Yes,3
060147014100,Crete Academy,33.984455,-118.331238,C,No,0,No,0,No,0
060147711630,New Heights Charter,34.01060699999999,-118.317697,B,No,0,No,0,No,0
060148312630,San Diego Global Vision Academy,32.762640999999995,-117.11906099999999,C,No,0,No,0,No,0
060148804593,Palisades Charter High,34.04787100000001,-118.531105,B,Yes,4,Yes,3,Yes,5
060149313752,Downtown Charter Academy,37.7805,-122.241007,D,No,0,No,0,No,0
060149410517,Los Angeles Leadership Academy,34.08322,-118.210608,D,Yes,2,Yes,1,Yes,3
060149610724,Aspire Triumph Technology Academy,37.774025,-122.182519,B,No,0,No,0,No,0
060150712162,ISANA Himalia Academy,34.00161699999999,-118.25676899999999,D,No,0,No,0,No,0
060151414257,Latitude 37.8 High,37.777033,-122.22941399999998,D,No,0,No,0,Yes,4
060153313917,Ingenuity Charter,32.702116000000004,-117.06583199999997,D,No,0,Yes,12,Yes,4
060153411628,Los Angeles Academy of Arts and Enterprise,34.06153599999999,-118.26328199999998,D,Yes,1,Yes,1,Yes,1
060154505492,Keiller Leadership Academy,32.712664,-117.042175,D,No,0,No,0,No,0
060154810840,New Designs Charter,34.03099499999999,-118.27517399999999,D,Yes,2,Yes,2,Yes,3
060155212331,Aspire Golden State College Preparatory Academy,37.75946999999999,-122.198408,D,No,0,No,0,No,0
060156812766,Alliance Ted K. Tajima High,34.063542,-118.26155699999997,D,Yes,2,No,0,Yes,5
060157111631,New Village Girls Academy,34.071389,-118.279646,D,No,0,No,0,No,0
060157307522,Watts Learning Center,33.949962,-118.278746,C,No,0,No,0,No,0
060157611263,KIPP Adelante Preparatory Academy,32.708553,-117.08912900000001,D,No,0,No,0,No,0
060158010865,CHAMPS - Charter HS of Arts-Multimedia & Performing,34.195119999999996,-118.44752,C,No,0,Yes,5,Yes,1
060158510381,King-Chavez Academy of Excellence,32.698007999999994,-117.13611200000001,D,No,0,No,0,No,0
060159313860,Clear Passage Educational Center,33.78454,-118.18097999999999,D,No,0,No,0,No,0
060159403333,Santa Monica Boulevard Community Charter,34.089564,-118.31519899999999,D,No,0,No,0,No,0
060159708632,Downtown College Preparatory,37.31614,-121.87307999999999,D,Yes,1,No,0,Yes,3
060159910869,ISANA Nascent Academy,34.02583099999999,-118.33317299999999,C,No,0,No,0,No,0
060160513705,Family First Charter,33.919095,-118.356642,C,No,0,No,0,No,0
060161214144,Russell Westbrook Why Not? High,33.978324,-118.19211499999997,C,No,0,No,0,Yes,2
060161711328,Lennox Mathematics Science and Technology Academy,33.935113,-118.351786,C,Yes,1,Yes,5,Yes,6
060162611255,KIPP San Francisco Bay Academy,37.78344,-122.43737499999999,D,No,0,No,0,No,0
060163012695,Magnolia Science Academy Bell,33.97824,-118.19988299999997,C,No,0,No,0,No,0
060163313704,College Bridge Academy,33.82337,-118.185391,C,No,0,No,0,No,0
060163508674,Alternatives in Action,37.76444999999999,-122.195422,D,No,0,No,0,No,0
060163713048,Rocketship Alma Academy,37.313475,-121.87758699999998,D,No,0,No,0,No,0
060165214109,Gabriella Charter 2,34.012285,-118.269203,D,No,0,No,0,No,0
060165413597,Alliance Virgil Roberts Leadership Academy,33.977166,-118.32539099999998,C,No,0,No,0,No,0
060165711636,Animo Jackie Robinson High,34.017984999999996,-118.27560899999999,D,Yes,1,No,0,Yes,6
060166408673,Alameda Community Learning Center,37.779205,-122.287277,C,No,0,Yes,1,Yes,3
060167812360,Magnolia Science Academy 4,34.029596999999995,-118.43531099999997,B,No,0,Yes,1,Yes,2
060168113829,SIATech Academy South,34.033677,-118.16231499999999,D,No,0,Yes,2,No,0
060168711767,King-Chavez Preparatory Academy,32.710844,-117.13050200000002,D,No,0,No,0,No,0
060169012342,Alliance Leichtman-Levine FAM Foundation Env Sci High,34.113259,-118.246685,C,Yes,2,No,0,Yes,4
060169311308,KIPP Academy of Opportunity,33.96107,-118.28246,C,No,0,No,0,No,0
060170211931,Global Education Academy,34.00838,-118.28297100000002,C,No,0,No,0,No,0
060170408677,ASCEND,37.773247,-122.22068,D,No,0,No,0,No,0
060171310897,Los Angeles College Prep Academy,34.10260499999999,-118.183261,C,Yes,1,No,0,Yes,1
060171804257,Cox Academy,37.74630199999999,-122.161401,C,No,0,No,0,No,0
060173111358,ICEF View Park Preparatory High,33.99032900000001,-118.33128000000002,B,No,0,Yes,2,Yes,1
060173203245,Accelerated,34.010811,-118.27372299999999,D,No,0,No,0,No,0
060173613765,Village Charter Academy,34.203996,-118.60342000000001,C,No,0,No,0,No,0
060174112738,Camino Nuevo Charter Academy #2,34.06855,-118.289063,C,No,0,No,0,No,0
060174212437,Ararat Charter,34.19,-118.44682999999999,C,No,0,No,0,No,0
060174708442,North Oakland Community Charter,37.833198,-122.276472,C,No,0,No,0,No,0
060176112312,APEX Academy,34.095987,-118.31390499999999,C,Yes,1,No,0,No,0
060176412292,KIPP Raices Academy,34.023005999999995,-118.15621799999998,C,No,0,No,0,No,0
060176913642,City Language Immersion Charter,34.04388,-118.32492599999998,C,No,0,No,0,No,0
060177000041,Alameda High,37.765077999999995,-122.24589600000002,C,Yes,1,Yes,2,Yes,4
060177000048,Island High (Continuation),37.7762,-122.28175299999997,C,No,0,No,0,No,0
060177013107,Maya Lin,37.77249199999999,-122.271824,C,No,0,No,0,No,0
060177712925,ISANA Achernar Academy,33.91594799999999,-118.22246900000002,D,No,0,No,0,No,0
060178812386,Gompers Preparatory Academy,32.716034,-117.091563,D,Yes,1,No,0,Yes,4
060179113883,KIPP Ignite Academy,33.953617,-118.256231,D,No,0,No,0,No,0
060179513316,Extera Public School No. 2,34.025889,-118.20310000000002,D,No,0,No,0,No,0
060179712963,Los Angeles Leadership Primary Academy,34.07857599999999,-118.21149800000002,D,No,0,No,0,No,0
060179813084,Math and Science College Preparatory,34.03230499999999,-118.319015,C,Yes,4,Yes,5,Yes,5
060179914104,Ednovate - Brio College Prep,34.053576,-118.25501800000002,D,Yes,1,Yes,1,Yes,2
060180412982,Extera Public,34.042193,-118.21331699999999,D,No,0,No,0,No,0
060181613008,Urban Montessori Charter,37.78676699999999,-122.187972,C,No,0,No,0,No,0
060181703943,Harriet Tubman Village Charter,32.770106999999996,-117.04967000000002,C,No,0,No,0,No,0
060182110891,Aspire Antonio Maria Lugo Academy,33.984291,-118.196845,C,No,0,No,0,No,0
060182912427,Big Picture Educational Academy,36.730235,-119.80818800000002,C,Yes,1,No,0,No,0
060183712915,Camino Nuevo Charter Academy #4,34.076724000000006,-118.265066,D,No,0,No,0,No,0
060183913942,Francophone Charter School of Oakland,37.751445000000004,-122.15705299999999,C,No,0,No,0,No,0
060184912811,Crown Preparatory Academy,34.03495099999999,-118.31062300000002,C,No,0,No,0,No,0
060185010864,Port of Los Angeles High,33.740259,-118.28257099999999,D,Yes,1,No,0,Yes,10
060186000059,Albany High,37.89629899999999,-122.291834,B,Yes,3,No,0,Yes,5
060186007638,MacGregor High (Continuation),37.89629899999999,-122.291834,B,No,0,No,0,No,0
060186612324,New Los Angeles Charter,34.04062,-118.35805000000002,C,No,0,No,0,No,0
060186712883,Synergy Quantum Academy,33.994012000000005,-118.26729199999997,D,Yes,1,Yes,3,Yes,5
060187313673,The Education Corps,33.82337,-118.185391,C,No,0,No,0,No,0
060188312536,KIPP Endeavor College Preparatory Charter,34.026867,-118.220003,D,No,0,No,0,No,0
060188612054,Learning Without Limits,37.78036399999999,-122.212057,C,No,0,No,0,No,0
060188712399,Nea Community Learning Center,37.779205,-122.287277,C,No,0,No,0,No,0
060189611766,Albert Einstein Academies,32.719977,-117.130543,C,No,0,No,0,No,0
060189911635,Animo Ralph Bunche Charter High,34.0127,-118.2439,D,Yes,1,No,0,Yes,6
060190012378,Alliance Piera Barbaglia Shaheen Health Services Academy,33.960292,-118.294314,C,Yes,1,No,0,Yes,4
060190410870,Larchmont Charter,34.093558,-118.36187099999998,C,No,0,No,0,No,0
060190710522,Downtown Value,34.037322999999994,-118.27940399999999,C,No,0,No,0,No,0
060192311333,N.E.W. Academy of Science and Arts,34.05906,-118.26669999999997,C,No,0,No,0,No,0
060192512271,Anahuacalmecac International Univ Prep of N. America,34.085122,-118.181578,C,No,0,Yes,1,No,0
060193410867,Alliance Judy Ivie Burton Technology Academy High,33.944161,-118.27869099999998,C,Yes,2,Yes,3,Yes,5
060194413802,Equitas Academy #3 Charter,34.048425,-118.27585299999998,D,No,0,No,0,No,0
060195211336,Today's Fresh Start-Compton,34.002345000000005,-118.330397,B,No,0,No,0,No,0
060195713410,KIPP San Francisco College Preparatory,37.73232399999999,-122.382591,D,Yes,1,Yes,4,Yes,4
060195813902,Libertas College Preparatory Charter,33.996711999999995,-118.30947,C,No,0,No,0,No,0
060197110729,Oakland Military Institute College Preparatory Academy,37.829534999999986,-122.272737,D,No,0,No,0,No,0
060197414221,Vox Collegiate of Los Angeles,33.959697999999996,-118.29418899999999,C,No,0,No,0,No,0
060200013537,Camino Nuevo High #2,34.076482999999996,-118.28566700000002,D,Yes,6,Yes,6,Yes,10
060200414117,Ednovate - Esperanza College Prep,34.03922,-118.171921,D,Yes,1,Yes,1,Yes,4
060201312901,Yu Ming Charter,37.818013,-122.282138,D,No,0,No,0,No,0
060201505556,King-Chavez Primary Academy,32.709802,-117.12672300000001,D,No,0,No,0,No,0
060201713877,KIPP Promesa Prep,34.027559,-118.21984899999998,D,No,0,No,0,No,0
060202011324,KIPP Los Angeles College Preparatory,34.03148699999999,-118.209743,D,No,0,No,0,No,0
060203213789,Global Education Academy 2,34.041879,-118.32508799999998,C,No,0,No,0,No,0
060204113760,KIPP Vida Preparatory Academy,34.00339,-118.29544999999999,C,No,0,No,0,No,0
060204610727,Aspire Berkley Maynard Academy,37.845769,-122.283326,D,No,0,No,0,No,0
060205012708,Citizens of the World Charter School Hollywood,34.09488999999999,-118.31757999999999,C,No,0,No,0,No,0
060205208504,Animo Leadership High,33.934767,-118.34798400000001,C,Yes,3,No,0,Yes,6
060205410388,Thomas Edison Charter Academy,37.75449499999999,-122.426418,C,No,0,No,0,No,0
060205613002,KIPP Philosophers Academy,33.944619,-118.23702199999998,D,No,0,No,0,No,0
060207411929,Aveson School of Leaders,34.19197599999999,-118.111955,A,No,0,No,0,No,0
060207608718,Environmental Charter High - Lawndale,33.882012,-118.35526399999999,D,Yes,2,No,0,Yes,3
060207812276,Synergy Kinetic Academy,34.01543899999999,-118.248763,D,No,0,No,0,No,0
060208312699,University Preparatory Value High,34.04683,-118.28082100000002,D,No,0,Yes,6,No,0
060208513756,Everest Value,34.07566599999999,-118.28909499999997,C,No,0,No,0,No,0
060209014271,Learning by Design Charter,33.975675999999986,-118.318058,C,No,0,No,0,No,0
060209212248,Alain Leroy Locke College Preparatory Academy,33.935167,-118.26878999999997,C,Yes,2,No,0,Yes,12
060210311408,City Arts & Leadership Academy,37.721492999999995,-122.444865,C,Yes,1,No,0,Yes,2
060210607689,Museum,32.732133,-117.16240000000002,C,No,0,No,0,No,0
060211112044,Center for Advanced Learning,34.01063,-118.25576999999998,D,No,0,No,0,No,0
060211213676,Aspire College Academy,37.76138699999999,-122.170537,B,No,0,No,0,No,0
060213111337,Central City Value,34.075129999999994,-118.288368,C,Yes,1,Yes,3,No,0
060213610056,The O'Farrell Charter,32.702116000000004,-117.06583199999997,D,Yes,2,Yes,2,Yes,5
060214012717,KIPP Empower Academy,33.962019999999995,-118.28247000000002,C,No,0,No,0,No,0
060214213657,KIPP Iluminar Academy,34.040178999999995,-118.16137800000001,D,No,0,No,0,No,0
060214310866,Gabriella Charter,34.079533999999995,-118.257459,D,No,0,No,0,No,0
060214510838,N.E.W. Academy Canoga Park,34.206659,-118.59805899999999,C,No,0,No,0,No,0
060215413004,KIPP Scholar Academy,34.011166999999986,-118.31003499999998,C,No,0,No,0,No,0
060215503982,Creative Arts Charter,37.77982999999999,-122.435891,D,No,0,No,0,No,0
060216314412,Perseverance Preparatory,37.338832999999994,-121.879124,C,No,0,No,0,No,0
060216407497,School of Unlimited Learning,36.74240399999999,-119.792701,C,No,0,No,0,No,0
060216511561,Achieve Academy,37.782075,-122.22660500000002,C,No,0,No,0,No,0
060216714206,Ambassador Phillip V. Sanchez II Public Charter,36.72743,-119.8037,C,No,0,No,0,No,0
060217211256,KIPP Bayview Academy,37.71956,-122.39661099999998,D,No,0,No,0,No,0
060217610851,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,34.03651,-118.28287899999998,C,Yes,2,Yes,3,Yes,5
060218613088,Citizens of the World Charter School Mar Vista,34.031977,-118.44263299999999,C,No,0,No,0,No,0
060218912616,Para Los Ninos - Evelyn Thurman Gratts,34.05607899999999,-118.26409800000002,C,No,0,No,0,No,0
060219213735,East Bay Innovation Academy,37.74603200000001,-122.14136400000001,C,Yes,1,Yes,5,Yes,3
060219612950,Aspire Slauson Academy Charter,33.98717,-118.27475100000001,C,No,0,No,0,No,0
060220013471,Intellectual Virtues Academy of Long Beach,33.82300999999999,-118.18723999999997,C,No,0,No,0,No,0
060220212622,TEACH Academy of Technologies,33.94378,-118.30932,B,No,0,No,0,No,0
060220512322,Magnolia Science Academy 6,34.05834399999999,-118.31599599999998,B,No,0,No,0,No,0
060220802893,Oakland Charter Academy,37.775169999999996,-122.21317999999998,C,No,0,No,0,No,0
060221514355,Da Vinci RISE High,33.907392999999985,-118.341508,D,No,0,No,0,Yes,1
060222610833,Ocean Charter,33.98416699999999,-118.42756700000001,C,No,0,No,0,No,0
060222810846,Synergy Charter Academy,34.014047,-118.25997600000001,D,No,0,No,0,No,0
060223113851,Collegiate Charter High School of Los Angeles,34.02717199999999,-118.193248,D,Yes,1,No,0,No,0
060223511313,Oscar De La Hoya Animo Charter High,34.02320999999999,-118.20341999999997,D,No,0,No,0,Yes,6
060223612768,Mission Preparatory,37.755219999999994,-122.40886000000002,D,No,0,No,0,No,0
060224112782,ISANA Octavia Academy,34.116096,-118.240912,C,No,0,No,0,No,0
060225613895,Valiente College Preparatory Charter,33.95476,-118.20696,B,No,0,No,0,No,0
060226312194,ICEF Innovation Los Angeles Charter,33.99737699999999,-118.291876,C,No,0,No,0,No,0
060226511312,CATCH Prep Charter High Inc.,34.00919,-118.32750999999999,A,No,0,No,0,No,0
060226611641,Alliance Ouchi-O'Donovan 6-12 Complex,33.993479,-118.322093,C,Yes,1,No,0,No,0
060227013114,Citizens of the World Charter School Silver Lake,34.069277,-118.275479,D,No,0,No,0,No,0
060227505339,McGill School of Success,32.72512,-117.12964400000001,C,No,0,No,0,No,0
060227611935,KIPP Bridge Academy,37.81019899999999,-122.27924,D,No,0,No,0,No,0
060227912848,Alliance Renee and Meyer Luskin Academy High,33.976628000000005,-118.325831,C,No,0,Yes,1,Yes,8
060228011390,King-Chavez Arts and Athletics Academy,32.709802,-117.12672300000001,D,No,0,No,0,No,0
060229110895,Academia Avance Charter,34.107778,-118.19825,C,No,0,No,0,No,0
060229211351,Oakland Unity High,37.77383,-122.18457999999997,B,Yes,6,Yes,2,Yes,5
060230208306,Holly Drive Leadership Academy,32.722722000000005,-117.091953,D,No,0,No,0,No,0
060230714151,Animo City of Champions Charter High,33.95252399999999,-118.32503600000001,B,Yes,1,No,0,Yes,3
060233512967,Aspire Juanita Tate Academy Charter,33.98717,-118.27475100000001,C,No,0,No,0,No,0
060234513094,Ednovate - USC Hybrid High College Prep,34.01374299999999,-118.29185000000001,C,Yes,1,Yes,1,Yes,2
060236112455,Academia Moderna,33.96657,-118.229797,C,No,0,No,0,No,0
060236211632,Alliance Patti And Peter Neuwirth Leadership Academy,34.00141,-118.27372999999999,D,No,0,No,0,Yes,13
060236913005,KIPP Sol Academy,34.040178999999995,-118.16137800000001,D,No,0,No,0,No,0
060238413691,KIPP Academy of Innovation,34.018675,-118.182091,D,No,0,No,0,No,0
060238912683,Arts In Action Community Charter,34.032264,-118.15511099999999,C,No,0,No,0,No,0
060239313947,PUC Nueva Esperanza Charter Academy,34.287636,-118.438494,B,No,0,No,0,No,0
060239614253,Matrix for Success Academy,34.012573,-118.25797299999999,D,No,0,No,0,No,0
060239713684,New Horizons Charter Academy,34.17882999999999,-118.38354999999999,C,No,0,No,0,No,0
060239807165,Options for Youth San Gabriel,34.10023000000001,-118.11052000000001,D,Yes,3,Yes,1,Yes,1
060239914352,OCS - South,34.19768,-118.14864999999999,C,No,0,No,0,No,0
060240504288,Lazear Charter Academy,37.776157,-122.23182199999998,D,No,0,No,0,No,0
060240712259,Alliance Morgan McKinzie High,34.035552,-118.187903,D,No,0,No,0,Yes,6
060240814146,Alma Fuerte Public,34.170774,-118.161632,D,No,0,No,0,No,0
060241311365,Wallis Annenberg High,34.010811,-118.27372299999999,D,No,0,No,0,Yes,1
060241712856,Aspire Inskeep Academy Charter,33.98717,-118.27475100000001,C,No,0,No,0,No,0
060241910827,Century Community Charter,33.95242699999999,-118.353984,C,No,0,No,0,No,0
060242512479,Equitas Academy Charter,34.04483,-118.27844100000002,D,No,0,No,0,No,0
060242607725,Gateway High,37.78344,-122.43737499999999,D,Yes,1,Yes,1,Yes,4
060243913939,The New School of San Francisco,37.80093999999999,-122.41497100000001,D,No,0,No,0,No,0
060244611642,Alliance Marc & Eva Stern Math and Science,34.063793,-118.17076299999997,C,Yes,3,No,0,Yes,5
060244808440,Aspire Monarch Academy,37.74268099999999,-122.16779699999998,D,No,0,No,0,No,0
060244911296,Wilder's Preparatory Academy Charter,33.974365,-118.357358,D,No,0,No,0,No,0
060245510525,Puente Charter,34.04136999999999,-118.220201,D,No,0,No,0,No,0
060245914335,Aurum Preparatory Academy,37.75786,-122.1961,D,No,0,No,0,No,0
060246110848,Animo Venice Charter High,33.996524,-118.46297699999998,D,No,0,No,0,No,0
060247013741,TEACH Tech Charter High,33.93946499999999,-118.30876999999997,C,Yes,1,No,0,Yes,1
060248413145,Equitas Academy #2,34.05809000000001,-118.285,C,No,0,No,0,No,0
060248914405,Lashon Academy City,34.02646299999999,-118.32451799999997,C,No,0,No,0,No,0
060249614410,KIPP Pueblo Unido,33.99056399999999,-118.196634,C,No,0,No,0,No,0
060250314434,Academy of Media Arts,34.05434799999998,-118.25578,C,No,0,Yes,2,No,0
060250414441,Equitas Academy 6,34.044606,-118.277676,D,No,0,No,0,No,0
060251514424,Vista Horizon Global Academy,34.053416,-118.30496,D,No,0,No,0,No,0
060252214430,Equitas Academy 5,34.044606,-118.277676,D,No,0,No,0,No,0
060254714511,Invictus Leadership Academy,33.998416,-118.30872,C,No,0,No,0,No,0
060255314581,KIPP Poder Public,34.02073399999999,-118.14191899999999,B,No,0,No,0,No,0
060256414577,Bridges Preparatory Academy,33.893137,-118.21546500000001,B,No,0,No,0,No,0
060257714626,KIPP Generations Academy,33.88269499999999,-118.300933,D,No,0,No,0,No,0
060297009302,Rancho Learning Center (Alternative),34.138380999999995,-118.02328199999997,C,No,0,No,0,No,0
060360013521,Longfellow,34.13947399999999,-117.909597,C,No,0,No,0,No,0
060369000338,Sierra Vista High,34.0761,-117.9803,D,Yes,8,Yes,1,Yes,9
060444000408,Somerset High,33.882452,-118.13673800000001,C,No,0,No,0,No,0
060444013706,Las Flores Home Education Independent Study Academy,33.876899999999985,-118.1196,C,No,0,No,0,No,0
060474000431,Berkeley Arts Magnet at Whittier,37.87688000000001,-122.2706,C,No,0,No,0,No,0
060474006865,Rosa Parks Environmental Science,37.86542599999999,-122.29470199999999,D,No,0,No,0,No,0
060474011300,Berkeley Technology Academy,37.859409,-122.27116600000001,C,No,0,Yes,1,No,0
060474014650,Berkeley Independent Study K-8,37.859409,-122.27116600000001,C,No,0,No,0,No,0
060483000470,Moreno High (Continuation),34.062636,-118.41028499999997,C,No,0,Yes,1,No,0
060645005849,Magnolia Park,34.186637,-118.332195,C,No,0,No,0,No,0
060645008120,Monterey High (Continuation),34.186637,-118.332195,C,No,0,No,0,No,0
