"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct","oty_month2_emplvl_chg","oty_month2_emplvl_pct","oty_month3_emplvl_chg","oty_month3_emplvl_pct","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct"
"01015","5","512110","78","0","2015","3","N","Calhoun County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","512110","78","0","2015","4","N","Calhoun County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","512110","78","0","2015","1","N","Colbert County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","512110","78","0","2015","2","N","Colbert County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","512110","78","0","2015","3","N","Colbert County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","512110","78","0","2015","4","N","Colbert County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","512110","78","0","2015","1","-","Covington County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","512110","78","0","2015","2","-","Covington County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","512110","78","0","2015","3","-","Covington County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","512110","78","0","2015","4","N","Covington County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","512110","78","0","2015","1","N","Cullman County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","512110","78","0","2015","2","N","Cullman County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","512110","78","0","2015","3","N","Cullman County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","512110","78","0","2015","4","N","Cullman County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","512110","78","0","2015","1","N","Dallas County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","512110","78","0","2015","2","N","Dallas County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","512110","78","0","2015","3","N","Dallas County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","512110","78","0","2015","4","N","Dallas County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","512110","78","0","2015","1","N","DeKalb County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","512110","78","0","2015","2","N","DeKalb County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","512110","78","0","2015","3","N","DeKalb County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01049","5","512110","78","0","2015","4","N","DeKalb County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","512110","78","0","2015","1","N","Elmore County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","512110","78","0","2015","2","N","Elmore County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","512110","78","0","2015","3","N","Elmore County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","512110","78","0","2015","4","N","Elmore County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","512110","78","0","2015","1","N","Geneva County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","512110","78","0","2015","2","N","Geneva County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","512110","78","0","2015","3","N","Geneva County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01061","5","512110","78","0","2015","4","N","Geneva County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","512110","78","0","2015","1","N","Houston County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","512110","78","0","2015","2","N","Houston County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","512110","78","0","2015","3","N","Houston County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","512110","78","0","2015","4","N","Houston County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","512110","78","0","2015","1","N","Jefferson County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",62,0,0,0,0,0,0,0,"N",1.83,0,0,0,0,0,0,0,"N",22,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","512110","78","0","2015","2","N","Jefferson County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",65,0,0,0,0,0,0,0,"N",1.89,0,0,0,0,0,0,0,"N",14,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","512110","78","0","2015","3","N","Jefferson County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",70,0,0,0,0,0,0,0,"N",2.01,0,0,0,0,0,0,0,"N",14,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","512110","78","0","2015","4","N","Jefferson County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",72,0,0,0,0,0,0,0,"N",2.02,0,0,0,0,0,0,0,"N",10,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","512110","78","0","2015","1","N","Lee County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","512110","78","0","2015","2","N","Lee County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","512110","78","0","2015","3","N","Lee County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","512110","78","0","2015","4","N","Lee County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.17,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","512110","78","0","2015","1","N","Limestone County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","512110","78","0","2015","2","N","Limestone County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","512110","78","0","2015","3","N","Limestone County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","512110","78","0","2015","4","N","Limestone County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","512110","78","0","2015","1","N","Madison County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","512110","78","0","2015","2","N","Madison County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","512110","78","0","2015","3","N","Madison County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","512110","78","0","2015","4","N","Madison County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","512110","78","0","2015","1","N","Marshall County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.26,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","512110","78","0","2015","2","N","Marshall County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","512110","78","0","2015","3","N","Marshall County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","512110","78","0","2015","4","N","Marshall County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","512110","78","0","2015","1","","Mobile County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,28,51,44,707429,399577,11857,1327,"",0.43,0.11,0.19,0.17,0.15,0.24,0.18,0.93,"",0,0.0,-3,-9.7,20,64.5,14,46.7,296428,72.1,170325,74.3,6748,132.1,296,28.7
"01097","5","512110","78","0","2015","2","","Mobile County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,46,30,37,440821,24401,574,900,"",0.43,0.17,0.11,0.14,0.09,0.04,0.02,0.62,"",1,14.3,16,53.3,0,0.0,7,23.3,62671,16.6,12090,98.2,445,345.0,-70,-7.2
"01097","5","512110","78","0","2015","3","","Mobile County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,33,32,34,437437,8067,194,1020,"",0.42,0.12,0.12,0.13,0.09,0.02,0.01,0.72,"",-1,-11.1,4,13.8,4,14.3,6,21.4,10149,2.4,-8910,-52.5,-250,-56.3,-140,-12.1
"01097","5","512110","78","0","2015","4","","Mobile County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",8,55,58,59,1026306,172824,4525,1377,"",0.41,0.19,0.20,0.20,0.15,0.37,0.20,0.76,"",0,0.0,28,103.7,12,26.1,11,22.9,314273,44.1,-28302,-14.1,-688,-13.2,19,1.4
"01101","5","512110","78","0","2015","1","N","Montgomery County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","512110","78","0","2015","2","N","Montgomery County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","512110","78","0","2015","3","N","Montgomery County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.40,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","512110","78","0","2015","4","N","Montgomery County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","512110","78","0","2015","1","","Shelby County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",15,45,45,47,715420,313314,3380,1205,"",1.45,0.37,0.34,0.36,0.25,0.33,0.11,0.71,"",4,36.4,3,7.1,4,9.8,-10,-17.5,-58399,-7.5,-41745,-11.8,-517,-13.3,-71,-5.6
"01117","5","512110","78","0","2015","2","","Shelby County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",15,47,45,53,927309,104780,1972,1476,"",1.42,0.35,0.33,0.39,0.34,0.38,0.18,0.94,"",3,25.0,-23,-32.9,-40,-47.1,-22,-29.3,109521,13.4,-23512,-18.3,570,40.7,655,79.8
"01117","5","512110","78","0","2015","3","","Shelby County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",15,37,38,37,579824,50953,1729,1195,"",1.39,0.27,0.28,0.27,0.21,0.20,0.16,0.77,"",3,25.0,-15,-28.8,-8,-17.4,-10,-21.3,-112520,-16.3,32780,180.4,1374,387.0,93,8.4
"01117","5","512110","78","0","2015","4","","Shelby County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",15,41,37,41,677400,62774,1497,1314,"",1.35,0.29,0.25,0.28,0.18,0.26,0.14,0.66,"",3,25.0,-6,-12.8,-9,-19.6,-3,-6.8,-146144,-17.7,10562,20.2,858,134.3,-73,-5.3
"01125","5","512110","78","0","2015","1","-","Tuscaloosa County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","512110","78","0","2015","2","-","Tuscaloosa County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","512110","78","0","2015","3","-","Tuscaloosa County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","512110","78","0","2015","4","N","Tuscaloosa County, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.11,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","512110","78","0","2015","1","","Unknown Or Undefined, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",39,51,261,254,2496365,1574998,38478,1018,"",1.84,0.77,3.52,3.46,1.20,2.31,1.26,0.45,"",7,21.9,40,363.6,249,2075.0,244,2440.0,2422221,3266.9,1508922,2283.6,36765,2146.2,500,96.5
"01999","5","512110","78","0","2015","2","","Unknown Or Undefined, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",41,156,169,168,1417349,664688,16623,663,"",1.88,2.05,2.23,2.17,0.67,3.01,1.36,0.31,"",8,24.2,146,1460.0,155,1107.1,155,1192.3,1274865,894.7,578584,672.0,14676,753.8,-226,-25.4
"01999","5","512110","78","0","2015","3","","Unknown Or Undefined, Alabama","Private","Motion picture and video production","County, NAICS 6-digit -- by ownership sector","All establishment sizes",43,213,179,175,3095454,910870,19283,1260,"",1.93,2.78,2.29,2.21,1.45,3.85,1.43,0.60,"",9,26.5,182,587.1,117,188.7,140,400.0,2814752,1002.8,703587,339.4,10968,131.9,754,149.0
